angry0,angry1,angry2,angry3,box0,box1,box2,box3,disgust0,disgust1,disgust2,disgust3,fear0,fear1,fear2,fear3,happy0,happy1,happy2,happy3,neutral0,neutral1,neutral2,neutral3,sad0,sad1,sad2,sad3,surprise0,surprise1,surprise2,surprise3
0.0,0.07,0.14,,"[333, 605, 407, 500]","[923, 864, 68, 86]","[755, 957, 36, 40]",,0.0,0.0,0.0,,0.0,0.2,0.11,,0.99,0.1,0.09,,0.01,0.34,0.02,,0.0,0.13,0.65,,0.0,0.15,0.0,
0.0,0.09,0.17,,"[318, 603, 414, 498]","[924, 862, 67, 91]","[756, 956, 35, 40]",,0.0,0.0,0.0,,0.0,0.13,0.18,,0.99,0.11,0.18,,0.0,0.31,0.02,,0.0,0.09,0.45,,0.0,0.27,0.0,
0.0,0.09,0.22,,"[304, 611, 425, 502]","[924, 862, 68, 90]","[760, 958, 29, 33]",,0.0,0.0,0.0,,0.0,0.12,0.07,,0.99,0.06,0.14,,0.01,0.45,0.01,,0.0,0.21,0.54,,0.0,0.07,0.01,
0.0,0.19,0.06,,"[295, 608, 435, 513]","[759, 958, 30, 33]","[923, 861, 68, 91]",,0.0,0.0,0.0,,0.0,0.08,0.06,,1.0,0.12,0.02,,0.0,0.01,0.57,,0.0,0.59,0.28,,0.0,0.01,0.01,
0.0,0.03,0.14,,"[299, 612, 424, 507]","[925, 870, 61, 78]","[758, 957, 30, 34]",,0.0,0.0,0.0,,0.0,0.05,0.08,,0.99,0.0,0.09,,0.01,0.69,0.01,,0.0,0.22,0.67,,0.0,0.0,0.0,
0.0,0.04,0.17,,"[305, 613, 417, 503]","[925, 870, 60, 78]","[759, 957, 30, 32]",,0.0,0.0,0.0,,0.0,0.06,0.06,,1.0,0.01,0.19,,0.0,0.62,0.01,,0.0,0.27,0.56,,0.0,0.0,0.01,
0.0,0.04,0.13,,"[299, 609, 422, 506]","[924, 869, 62, 80]","[753, 956, 36, 42]",,0.0,0.0,0.0,,0.0,0.04,0.09,,1.0,0.01,0.23,,0.0,0.67,0.02,,0.0,0.24,0.53,,0.0,0.0,0.0,
0.0,0.04,0.11,,"[288, 614, 431, 501]","[924, 869, 61, 80]","[752, 955, 38, 43]",,0.0,0.0,0.0,,0.0,0.04,0.07,,0.99,0.0,0.19,,0.01,0.69,0.02,,0.0,0.23,0.6,,0.0,0.0,0.0,
0.0,0.04,0.19,,"[295, 620, 417, 493]","[922, 863, 65, 85]","[751, 956, 38, 42]",,0.0,0.0,0.0,,0.0,0.08,0.12,,0.97,0.02,0.17,,0.03,0.61,0.02,,0.0,0.25,0.51,,0.0,0.0,0.0,
0.0,0.07,0.12,,"[285, 612, 420, 503]","[923, 864, 64, 85]","[749, 959, 39, 43]",,0.0,0.0,0.0,,0.0,0.03,0.04,,1.0,0.01,0.44,,0.0,0.63,0.12,,0.0,0.26,0.29,,0.0,0.0,0.0,
0.0,0.05,0.19,,"[279, 615, 423, 502]","[922, 863, 64, 84]","[748, 956, 40, 46]",,0.0,0.0,0.0,,0.0,0.1,0.16,,1.0,0.01,0.28,,0.0,0.51,0.04,,0.0,0.33,0.34,,0.0,0.0,0.0,
0.0,0.06,0.11,,"[274, 612, 427, 509]","[922, 863, 64, 84]","[748, 959, 39, 43]",,0.0,0.0,0.0,,0.0,0.1,0.04,,0.99,0.01,0.37,,0.01,0.48,0.12,,0.0,0.35,0.35,,0.0,0.0,0.0,
0.0,0.07,0.15,,"[271, 611, 426, 509]","[922, 863, 64, 84]","[753, 955, 34, 39]",,0.0,0.0,0.0,,0.0,0.1,0.14,,0.99,0.01,0.08,,0.01,0.46,0.01,,0.0,0.36,0.62,,0.0,0.0,0.0,
0.0,0.07,0.19,,"[271, 613, 426, 507]","[921, 863, 65, 85]","[753, 954, 34, 41]",,0.0,0.0,0.0,,0.0,0.12,0.15,,1.0,0.02,0.07,,0.0,0.45,0.01,,0.0,0.34,0.58,,0.0,0.0,0.0,
0.0,0.06,0.19,,"[265, 615, 428, 509]","[921, 863, 65, 85]","[753, 954, 34, 41]",,0.0,0.0,0.0,,0.0,0.12,0.17,,0.99,0.02,0.05,,0.01,0.46,0.01,,0.0,0.33,0.57,,0.0,0.01,0.0,
0.0,0.07,0.18,,"[253, 613, 433, 515]","[920, 863, 66, 85]","[752, 954, 36, 41]",,0.0,0.0,0.0,,0.0,0.11,0.17,,1.0,0.03,0.04,,0.0,0.56,0.01,,0.0,0.23,0.59,,0.0,0.01,0.0,
0.0,0.07,0.16,,"[254, 622, 431, 508]","[920, 863, 66, 85]","[751, 954, 36, 41]",,0.0,0.0,0.0,,0.0,0.12,0.16,,1.0,0.03,0.04,,0.0,0.56,0.01,,0.0,0.2,0.64,,0.0,0.02,0.0,
0.0,0.08,0.17,,"[254, 621, 430, 510]","[920, 862, 66, 87]","[751, 953, 37, 41]",,0.0,0.0,0.0,,0.0,0.14,0.17,,1.0,0.02,0.07,,0.0,0.49,0.02,,0.0,0.21,0.57,,0.0,0.05,0.0,
0.0,0.09,0.2,,"[259, 622, 427, 508]","[919, 862, 67, 87]","[751, 953, 36, 42]",,0.0,0.0,0.0,,0.0,0.2,0.17,,0.99,0.03,0.09,,0.01,0.34,0.02,,0.0,0.22,0.53,,0.0,0.12,0.0,
0.0,0.08,0.2,,"[255, 615, 435, 518]","[919, 862, 67, 87]","[750, 952, 37, 43]",,0.0,0.0,0.0,,0.0,0.18,0.18,,0.97,0.04,0.07,,0.02,0.34,0.02,,0.01,0.21,0.52,,0.0,0.15,0.0,
0.0,0.09,0.15,,"[261, 613, 431, 520]","[919, 862, 66, 87]","[750, 953, 36, 42]",,0.0,0.0,0.0,,0.0,0.18,0.16,,0.99,0.07,0.06,,0.01,0.31,0.02,,0.0,0.17,0.61,,0.0,0.2,0.0,
0.0,0.1,0.45,,"[258, 613, 436, 520]","[919, 862, 66, 87]","[746, 954, 40, 44]",,0.0,0.0,0.0,,0.0,0.22,0.1,,1.0,0.04,0.12,,0.0,0.25,0.02,,0.0,0.15,0.3,,0.0,0.23,0.0,
0.0,0.1,0.13,,"[256, 618, 436, 513]","[919, 862, 66, 86]","[754, 955, 30, 32]",,0.0,0.0,0.0,,0.0,0.25,0.06,,1.0,0.07,0.1,,0.0,0.24,0.02,,0.0,0.16,0.69,,0.0,0.18,0.0,
0.0,0.1,0.13,,"[256, 621, 437, 511]","[919, 862, 67, 86]","[753, 955, 31, 32]",,0.0,0.0,0.0,,0.0,0.26,0.07,,0.99,0.03,0.12,,0.0,0.3,0.02,,0.0,0.16,0.66,,0.0,0.15,0.0,
0.0,0.07,0.17,,"[258, 625, 435, 506]","[919, 862, 66, 86]","[749, 953, 36, 41]",,0.0,0.0,0.0,,0.0,0.15,0.18,,0.99,0.06,0.06,,0.01,0.5,0.02,,0.0,0.17,0.57,,0.0,0.05,0.0,
0.0,0.05,0.17,,"[262, 627, 433, 504]","[920, 863, 65, 83]","[750, 953, 35, 41]",,0.0,0.0,0.0,,0.0,0.12,0.17,,1.0,0.03,0.06,,0.0,0.57,0.02,,0.0,0.22,0.57,,0.0,0.01,0.0,
0.0,0.06,0.17,,"[262, 626, 433, 505]","[921, 870, 58, 76]","[749, 953, 36, 40]",,0.0,0.0,0.0,,0.0,0.1,0.19,,1.0,0.01,0.07,,0.0,0.44,0.02,,0.0,0.38,0.54,,0.0,0.0,0.0,
0.0,0.06,0.15,,"[263, 627, 434, 503]","[921, 869, 59, 76]","[750, 953, 34, 40]",,0.0,0.0,0.0,,0.0,0.08,0.21,,1.0,0.01,0.05,,0.0,0.4,0.02,,0.0,0.45,0.56,,0.0,0.0,0.0,
0.0,0.11,0.19,,"[265, 629, 431, 501]","[921, 868, 59, 76]","[749, 952, 36, 42]",,0.0,0.0,0.0,,0.0,0.17,0.19,,1.0,0.02,0.07,,0.0,0.35,0.03,,0.0,0.34,0.52,,0.0,0.01,0.0,
0.0,0.08,0.18,,"[268, 634, 431, 496]","[921, 872, 56, 73]","[749, 952, 35, 41]",,0.0,0.0,0.0,,0.0,0.05,0.17,,1.0,0.01,0.07,,0.0,0.36,0.03,,0.0,0.5,0.55,,0.0,0.0,0.0,
0.0,0.11,0.18,0.05,"[269, 633, 430, 497]","[921, 872, 56, 73]","[748, 952, 36, 42]","[768, 1352, 47, 73]",0.0,0.0,0.0,0.0,0.0,0.06,0.19,0.04,0.99,0.01,0.07,0.17,0.0,0.3,0.03,0.16,0.0,0.52,0.53,0.57,0.0,0.0,0.0,0.01
0.0,0.15,0.2,,"[271, 635, 429, 494]","[922, 868, 60, 76]","[748, 952, 37, 42]",,0.0,0.0,0.0,,0.0,0.09,0.19,,0.99,0.01,0.07,,0.01,0.44,0.02,,0.0,0.3,0.51,,0.0,0.0,0.0,
0.0,0.11,0.16,,"[271, 634, 431, 495]","[921, 872, 56, 73]","[749, 952, 34, 41]",,0.0,0.0,0.0,,0.0,0.04,0.19,,0.99,0.01,0.03,,0.01,0.35,0.02,,0.0,0.48,0.6,,0.0,0.0,0.0,
0.0,0.1,0.21,,"[268, 629, 434, 501]","[922, 866, 60, 77]","[749, 952, 34, 41]",,0.0,0.0,0.0,,0.0,0.05,0.22,,1.0,0.01,0.04,,0.0,0.51,0.02,,0.0,0.33,0.5,,0.0,0.0,0.0,
0.0,0.09,0.19,,"[270, 627, 436, 503]","[922, 866, 60, 77]","[748, 952, 35, 40]",,0.0,0.0,0.0,,0.0,0.05,0.21,,0.99,0.0,0.07,,0.0,0.48,0.03,,0.0,0.37,0.5,,0.0,0.0,0.0,
0.0,0.15,0.18,,"[271, 630, 434, 499]","[921, 873, 56, 72]","[748, 952, 35, 41]",,0.0,0.0,0.0,,0.0,0.04,0.22,,1.0,0.0,0.04,,0.0,0.22,0.03,,0.0,0.58,0.53,,0.0,0.0,0.0,
0.0,0.07,0.23,,"[271, 628, 436, 500]","[922, 866, 60, 77]","[750, 950, 35, 41]",,0.0,0.0,0.0,,0.0,0.03,0.14,,0.99,0.0,0.13,,0.01,0.45,0.02,,0.0,0.45,0.48,,0.0,0.0,0.0,
0.0,0.16,0.23,,"[273, 631, 431, 498]","[921, 871, 58, 74]","[750, 950, 35, 41]",,0.0,0.0,0.0,,0.0,0.05,0.13,,1.0,0.0,0.16,,0.0,0.25,0.02,,0.0,0.54,0.46,,0.0,0.0,0.0,
0.0,0.12,0.26,,"[275, 634, 429, 494]","[921, 870, 59, 75]","[750, 950, 35, 41]",,0.0,0.0,0.0,,0.0,0.05,0.13,,1.0,0.0,0.14,,0.0,0.33,0.02,,0.0,0.49,0.44,,0.0,0.0,0.0,
0.0,0.11,0.24,,"[275, 633, 429, 494]","[921, 871, 59, 74]","[750, 950, 35, 40]",,0.0,0.0,0.0,,0.0,0.05,0.08,,1.0,0.0,0.17,,0.0,0.28,0.02,,0.0,0.56,0.48,,0.0,0.0,0.0,
0.0,0.13,0.24,,"[275, 630, 429, 497]","[921, 870, 59, 75]","[750, 951, 34, 39]",,0.0,0.0,0.0,,0.0,0.05,0.1,,1.0,0.0,0.09,,0.0,0.42,0.02,,0.0,0.4,0.54,,0.0,0.0,0.0,
0.0,0.11,0.25,,"[275, 627, 432, 503]","[921, 865, 60, 79]","[749, 950, 35, 40]",,0.0,0.0,0.0,,0.0,0.03,0.09,,1.0,0.0,0.17,,0.0,0.56,0.02,,0.0,0.29,0.47,,0.0,0.0,0.0,
0.0,0.18,0.27,,"[277, 632, 427, 495]","[920, 864, 62, 81]","[744, 955, 38, 44]",,0.0,0.0,0.0,,0.0,0.05,0.2,,0.99,0.0,0.09,,0.01,0.49,0.06,,0.0,0.27,0.38,,0.0,0.0,0.0,
0.0,0.11,0.29,,"[276, 629, 429, 498]","[920, 865, 63, 80]","[743, 955, 39, 44]",,0.0,0.0,0.0,,0.0,0.03,0.17,,0.99,0.0,0.1,,0.0,0.53,0.07,,0.0,0.33,0.38,,0.0,0.0,0.0,
0.0,0.07,0.31,,"[275, 632, 430, 496]","[923, 867, 59, 76]","[743, 953, 40, 45]",,0.0,0.0,0.0,,0.0,0.04,0.1,,1.0,0.0,0.18,,0.0,0.43,0.04,,0.0,0.45,0.36,,0.0,0.0,0.0,
0.0,0.05,0.23,,"[272, 628, 433, 500]","[921, 863, 64, 83]","[744, 956, 38, 43]",,0.0,0.0,0.0,,0.0,0.02,0.09,,0.98,0.0,0.28,,0.02,0.53,0.1,,0.0,0.4,0.3,,0.0,0.0,0.0,
0.0,0.07,0.27,,"[278, 621, 422, 513]","[922, 862, 64, 84]","[744, 956, 37, 42]",,0.0,0.0,0.0,,0.0,0.03,0.14,,0.99,0.0,0.19,,0.01,0.52,0.07,,0.0,0.38,0.33,,0.0,0.0,0.0,
0.0,0.08,0.27,,"[278, 620, 424, 515]","[921, 862, 64, 85]","[744, 955, 38, 43]",,0.0,0.0,0.0,,0.0,0.04,0.13,,1.0,0.0,0.19,,0.0,0.45,0.07,,0.0,0.43,0.34,,0.0,0.0,0.0,
0.0,0.13,0.3,,"[278, 619, 427, 520]","[923, 865, 61, 80]","[743, 955, 39, 44]",,0.0,0.0,0.0,,0.0,0.1,0.19,,1.0,0.0,0.09,,0.0,0.25,0.04,,0.0,0.51,0.38,,0.0,0.0,0.0,
0.0,0.1,0.28,,"[282, 621, 421, 512]","[922, 861, 64, 86]","[743, 955, 39, 44]",,0.0,0.0,0.0,,0.0,0.05,0.2,,1.0,0.01,0.11,,0.0,0.52,0.07,,0.0,0.33,0.33,,0.0,0.0,0.0,
0.0,0.09,0.29,,"[282, 623, 419, 507]","[922, 863, 63, 83]","[743, 955, 38, 43]",,0.0,0.0,0.0,,0.0,0.07,0.13,,1.0,0.0,0.12,,0.0,0.35,0.07,,0.0,0.48,0.39,,0.0,0.0,0.0,
0.0,0.11,0.33,,"[274, 630, 428, 499]","[924, 866, 60, 78]","[743, 955, 38, 43]",,0.0,0.0,0.0,,0.0,0.1,0.11,,0.98,0.0,0.13,,0.01,0.23,0.07,,0.0,0.56,0.36,,0.0,0.0,0.0,
0.0,0.11,0.29,,"[277, 631, 426, 497]","[924, 866, 60, 77]","[743, 955, 38, 44]",,0.0,0.0,0.0,,0.0,0.09,0.18,,0.99,0.0,0.13,,0.0,0.23,0.06,,0.0,0.56,0.33,,0.0,0.0,0.0,
0.0,0.07,0.39,,"[277, 633, 424, 494]","[922, 863, 63, 83]","[743, 955, 39, 44]",,0.0,0.0,0.0,,0.0,0.07,0.17,,0.99,0.0,0.1,,0.01,0.37,0.05,,0.0,0.48,0.29,,0.0,0.0,0.0,
0.0,0.05,0.26,,"[276, 632, 426, 497]","[921, 863, 64, 84]","[746, 952, 36, 42]",,0.0,0.0,0.0,,0.0,0.05,0.17,,0.98,0.0,0.12,,0.01,0.42,0.04,,0.0,0.47,0.41,,0.0,0.0,0.0,
0.0,0.06,0.27,,"[275, 628, 429, 504]","[920, 862, 66, 87]","[746, 952, 36, 42]",,0.0,0.0,0.0,,0.0,0.12,0.15,,0.98,0.01,0.15,,0.01,0.4,0.04,,0.0,0.41,0.38,,0.0,0.0,0.0,
0.0,0.06,0.29,,"[277, 628, 428, 505]","[919, 862, 67, 88]","[746, 952, 35, 41]",,0.0,0.0,0.0,,0.0,0.11,0.11,,0.98,0.01,0.15,,0.01,0.35,0.04,,0.0,0.47,0.41,,0.0,0.0,0.0,
0.0,0.06,0.29,,"[281, 625, 427, 505]","[920, 861, 65, 88]","[746, 952, 35, 41]",,0.0,0.0,0.0,,0.0,0.09,0.14,,1.0,0.04,0.14,,0.0,0.44,0.04,,0.0,0.37,0.39,,0.0,0.0,0.0,
0.0,0.06,0.14,,"[282, 630, 424, 500]","[925, 867, 58, 76]","[746, 953, 35, 41]",,0.0,0.0,0.0,,0.0,0.09,0.15,,0.99,0.02,0.07,,0.01,0.37,0.03,,0.0,0.46,0.61,,0.0,0.0,0.0,
0.0,0.04,0.15,,"[282, 628, 426, 504]","[922, 864, 63, 83]","[749, 954, 32, 35]",,0.0,0.0,0.0,,0.0,0.07,0.1,,0.99,0.02,0.19,,0.01,0.49,0.02,,0.0,0.38,0.54,,0.0,0.0,0.0,
0.0,0.04,0.26,,"[284, 635, 422, 495]","[922, 864, 62, 82]","[746, 952, 35, 42]",,0.0,0.0,0.0,,0.0,0.09,0.18,,0.99,0.01,0.16,,0.01,0.44,0.04,,0.0,0.42,0.37,,0.0,0.0,0.0,
0.0,0.04,0.26,,"[282, 636, 423, 494]","[922, 863, 63, 84]","[746, 952, 35, 42]",,0.0,0.0,0.0,,0.0,0.06,0.16,,0.99,0.01,0.2,,0.01,0.44,0.04,,0.0,0.45,0.33,,0.0,0.0,0.0,
0.0,0.05,0.3,,"[283, 636, 424, 495]","[920, 863, 63, 84]","[746, 952, 36, 42]",,0.0,0.0,0.0,,0.0,0.09,0.16,,1.0,0.02,0.16,,0.0,0.5,0.03,,0.0,0.34,0.34,,0.0,0.0,0.0,
0.0,0.09,0.31,,"[283, 633, 424, 498]","[919, 864, 63, 83]","[746, 952, 35, 42]",,0.0,0.0,0.0,,0.0,0.08,0.14,,0.99,0.01,0.19,,0.01,0.5,0.03,,0.0,0.32,0.32,,0.0,0.0,0.0,
0.0,0.09,0.23,,"[283, 630, 421, 498]","[918, 864, 63, 83]","[745, 953, 35, 41]",,0.0,0.0,0.0,,0.0,0.06,0.13,,1.0,0.01,0.06,,0.0,0.47,0.02,,0.0,0.37,0.55,,0.0,0.0,0.0,
0.0,0.09,0.2,,"[283, 629, 422, 500]","[918, 864, 63, 83]","[746, 953, 35, 41]",,0.0,0.0,0.0,,0.0,0.03,0.17,,1.0,0.02,0.08,,0.0,0.58,0.03,,0.0,0.28,0.51,,0.0,0.0,0.0,
0.0,0.08,0.19,,"[283, 629, 421, 498]","[919, 865, 62, 81]","[746, 953, 35, 41]",,0.0,0.0,0.0,,0.0,0.03,0.16,,1.0,0.04,0.09,,0.0,0.58,0.03,,0.0,0.26,0.54,,0.0,0.0,0.0,
0.0,0.08,0.15,,"[283, 629, 421, 498]","[918, 864, 63, 83]","[746, 953, 36, 42]",,0.0,0.0,0.0,,0.0,0.06,0.13,,1.0,0.09,0.14,,0.0,0.56,0.03,,0.0,0.21,0.55,,0.0,0.0,0.0,
0.0,0.1,0.09,,"[284, 628, 422, 500]","[918, 863, 63, 84]","[745, 953, 36, 41]",,0.0,0.0,0.0,,0.0,0.08,0.14,,1.0,0.07,0.12,,0.0,0.54,0.03,,0.0,0.21,0.62,,0.0,0.0,0.0,
0.0,0.14,0.14,,"[285, 629, 421, 499]","[917, 863, 64, 85]","[746, 953, 36, 42]",,0.0,0.0,0.0,,0.0,0.17,0.1,,0.99,0.05,0.27,,0.0,0.36,0.04,,0.0,0.25,0.44,,0.0,0.02,0.0,
0.0,0.15,0.14,0.07,"[289, 625, 425, 517]","[916, 863, 64, 84]","[745, 953, 36, 42]","[771, 1358, 42, 61]",0.0,0.0,0.0,0.0,0.0,0.24,0.11,0.06,1.0,0.05,0.38,0.05,0.0,0.28,0.04,0.06,0.0,0.25,0.32,0.75,0.0,0.03,0.0,0.01
0.0,0.19,0.1,0.06,"[289, 621, 428, 523]","[918, 867, 60, 77]","[745, 953, 36, 41]","[772, 1360, 40, 61]",0.0,0.0,0.0,0.0,0.0,0.4,0.09,0.08,0.99,0.01,0.43,0.16,0.01,0.17,0.03,0.07,0.0,0.2,0.36,0.63,0.0,0.03,0.0,0.01
0.0,0.12,0.1,0.1,"[291, 625, 421, 517]","[915, 866, 63, 82]","[744, 953, 36, 41]","[771, 1359, 42, 63]",0.0,0.0,0.0,0.0,0.0,0.24,0.12,0.06,0.95,0.01,0.28,0.26,0.05,0.44,0.03,0.07,0.0,0.17,0.47,0.5,0.0,0.01,0.0,0.01
0.0,0.09,0.09,,"[292, 628, 424, 508]","[914, 865, 64, 83]","[746, 954, 36, 41]",,0.0,0.0,0.0,,0.0,0.2,0.13,,0.59,0.01,0.19,,0.39,0.51,0.03,,0.02,0.17,0.55,,0.0,0.01,0.0,
0.0,0.09,0.07,,"[296, 633, 418, 493]","[916, 867, 61, 78]","[750, 955, 32, 36]",,0.0,0.0,0.0,,0.0,0.2,0.09,,0.92,0.03,0.11,,0.07,0.48,0.03,,0.0,0.2,0.7,,0.0,0.01,0.0,
0.0,0.09,0.13,,"[296, 630, 418, 494]","[914, 866, 63, 82]","[753, 956, 27, 31]",,0.0,0.0,0.0,,0.0,0.18,0.1,,0.92,0.02,0.09,,0.07,0.52,0.02,,0.01,0.18,0.63,,0.0,0.01,0.01,
0.0,0.07,,,"[297, 632, 420, 495]","[915, 866, 62, 81]",,,0.0,0.0,,,0.01,0.07,,,0.79,0.01,,,0.18,0.67,,,0.02,0.18,,,0.0,0.0,,
0.0,0.07,,,"[302, 632, 416, 495]","[916, 867, 61, 80]",,,0.0,0.0,,,0.0,0.04,,,0.84,0.0,,,0.14,0.65,,,0.01,0.24,,,0.0,0.0,,
0.0,0.1,0.25,,"[299, 624, 425, 503]","[916, 868, 61, 79]","[771, 1301, 26, 34]",,0.0,0.0,0.0,,0.0,0.04,0.13,,0.97,0.0,0.18,,0.03,0.53,0.1,,0.0,0.33,0.33,,0.0,0.0,0.01,
0.0,0.07,,,"[300, 629, 426, 499]","[916, 867, 61, 80]",,,0.0,0.0,,,0.0,0.02,,,0.98,0.0,,,0.01,0.59,,,0.0,0.31,,,0.0,0.0,,
0.0,0.08,,,"[300, 615, 431, 519]","[915, 867, 62, 80]",,,0.0,0.0,,,0.0,0.03,,,0.99,0.0,,,0.01,0.57,,,0.0,0.32,,,0.0,0.0,,
0.0,0.04,,,"[297, 616, 435, 519]","[916, 866, 61, 80]",,,0.0,0.0,,,0.0,0.03,,,0.99,0.0,,,0.01,0.68,,,0.0,0.25,,,0.0,0.0,,
0.0,0.05,,,"[299, 618, 433, 518]","[915, 867, 62, 79]",,,0.0,0.0,,,0.0,0.03,,,0.97,0.0,,,0.03,0.52,,,0.0,0.41,,,0.0,0.0,,
0.0,0.05,,,"[306, 618, 434, 523]","[915, 866, 61, 81]",,,0.0,0.0,,,0.0,0.02,,,0.97,0.0,,,0.03,0.66,,,0.0,0.27,,,0.0,0.0,,
0.0,0.05,,,"[308, 622, 436, 522]","[915, 866, 61, 81]",,,0.0,0.0,,,0.0,0.02,,,0.99,0.0,,,0.01,0.61,,,0.0,0.31,,,0.0,0.0,,
0.0,0.05,,,"[311, 628, 435, 522]","[915, 867, 61, 79]",,,0.0,0.0,,,0.0,0.03,,,0.99,0.0,,,0.01,0.58,,,0.0,0.35,,,0.0,0.0,,
0.0,0.05,0.47,,"[309, 627, 436, 536]","[915, 867, 61, 79]","[264, 971, 57, 70]",,0.0,0.0,0.03,,0.0,0.02,0.1,,0.99,0.0,0.02,,0.0,0.58,0.04,,0.0,0.34,0.27,,0.0,0.0,0.07,
0.0,0.07,,,"[330, 648, 421, 509]","[915, 867, 61, 79]",,,0.0,0.0,,,0.0,0.02,,,0.99,0.0,,,0.01,0.59,,,0.0,0.32,,,0.0,0.0,,
0.0,0.08,,,"[322, 651, 418, 496]","[915, 868, 61, 78]",,,0.0,0.0,,,0.0,0.03,,,1.0,0.0,,,0.0,0.59,,,0.0,0.29,,,0.0,0.0,,
0.0,0.07,0.4,,"[327, 643, 419, 506]","[915, 868, 61, 77]","[271, 972, 53, 68]",,0.0,0.0,0.08,,0.0,0.04,0.06,,1.0,0.0,0.04,,0.0,0.61,0.05,,0.0,0.28,0.27,,0.0,0.0,0.1,
0.0,0.05,0.35,,"[328, 641, 428, 511]","[914, 867, 62, 79]","[272, 972, 55, 71]",,0.0,0.0,0.11,,0.0,0.06,0.07,,0.98,0.01,0.05,,0.02,0.62,0.08,,0.0,0.25,0.25,,0.0,0.0,0.08,
0.0,0.04,0.27,,"[326, 640, 431, 513]","[913, 865, 61, 81]","[276, 972, 51, 66]",,0.0,0.0,0.04,,0.0,0.1,0.09,,0.99,0.0,0.05,,0.0,0.53,0.1,,0.0,0.32,0.32,,0.0,0.0,0.13,
0.0,0.03,0.32,,"[333, 641, 424, 513]","[913, 863, 63, 82]","[277, 973, 50, 62]",,0.0,0.0,0.04,,0.0,0.04,0.08,,1.0,0.02,0.04,,0.0,0.73,0.09,,0.0,0.18,0.31,,0.0,0.0,0.11,
0.0,0.02,0.33,,"[331, 648, 426, 514]","[913, 863, 62, 83]","[278, 966, 56, 72]",,0.0,0.0,0.03,,0.0,0.03,0.1,,0.99,0.01,0.04,,0.01,0.75,0.12,,0.0,0.19,0.31,,0.0,0.0,0.06,
0.0,0.02,0.35,,"[333, 651, 431, 513]","[913, 863, 62, 83]","[279, 971, 48, 57]",,0.0,0.0,0.2,,0.0,0.03,0.05,,0.99,0.01,0.05,,0.01,0.77,0.06,,0.0,0.18,0.19,,0.0,0.0,0.1,
0.0,0.02,,,"[337, 650, 428, 515]","[912, 863, 63, 82]",,,0.0,0.0,,,0.0,0.04,,,0.99,0.0,,,0.01,0.71,,,0.0,0.23,,,0.0,0.0,,
0.0,0.02,,,"[337, 651, 430, 514]","[912, 862, 63, 83]",,,0.0,0.0,,,0.0,0.04,,,0.98,0.01,,,0.01,0.69,,,0.0,0.25,,,0.0,0.0,,
0.0,0.03,,,"[337, 651, 432, 516]","[912, 863, 63, 82]",,,0.0,0.0,,,0.0,0.03,,,0.99,0.01,,,0.01,0.68,,,0.0,0.26,,,0.0,0.0,,
0.0,0.03,,,"[336, 652, 434, 516]","[913, 867, 61, 78]",,,0.0,0.0,,,0.0,0.03,,,0.99,0.0,,,0.0,0.62,,,0.0,0.31,,,0.0,0.0,,
0.0,0.02,,,"[337, 653, 434, 517]","[913, 865, 61, 80]",,,0.0,0.0,,,0.0,0.03,,,1.0,0.0,,,0.0,0.71,,,0.0,0.24,,,0.0,0.0,,
0.0,0.02,,,"[334, 647, 435, 527]","[913, 866, 61, 79]",,,0.0,0.0,,,0.0,0.03,,,0.99,0.0,,,0.01,0.7,,,0.0,0.24,,,0.0,0.0,,
0.0,0.04,0.37,,"[335, 647, 436, 526]","[913, 867, 61, 78]","[272, 963, 59, 74]",,0.0,0.0,0.07,,0.0,0.05,0.06,,0.99,0.01,0.06,,0.01,0.63,0.07,,0.0,0.28,0.22,,0.0,0.0,0.16,
0.0,0.04,0.37,,"[334, 644, 441, 529]","[913, 865, 62, 80]","[267, 958, 64, 78]",,0.0,0.0,0.02,,0.0,0.05,0.05,,0.99,0.02,0.03,,0.01,0.65,0.03,,0.0,0.24,0.23,,0.0,0.0,0.26,
0.0,0.08,0.34,,"[335, 643, 436, 529]","[913, 865, 62, 81]","[266, 961, 63, 78]",,0.0,0.0,0.02,,0.0,0.08,0.06,,1.0,0.08,0.04,,0.0,0.54,0.04,,0.0,0.21,0.25,,0.0,0.01,0.25,
0.0,0.1,0.29,,"[336, 649, 436, 525]","[913, 865, 62, 81]","[261, 958, 68, 82]",,0.0,0.0,0.02,,0.0,0.09,0.06,,0.99,0.06,0.03,,0.01,0.53,0.04,,0.0,0.22,0.42,,0.0,0.01,0.14,
0.0,0.04,0.39,,"[335, 650, 443, 527]","[912, 864, 63, 81]","[261, 955, 68, 81]",,0.0,0.0,0.01,,0.0,0.05,0.05,,0.99,0.04,0.03,,0.01,0.61,0.02,,0.0,0.26,0.35,,0.0,0.0,0.14,
0.0,0.03,0.3,,"[334, 648, 445, 528]","[913, 864, 62, 80]","[260, 954, 71, 86]",,0.0,0.0,0.01,,0.0,0.03,0.07,,0.99,0.02,0.03,,0.01,0.67,0.03,,0.0,0.25,0.34,,0.0,0.0,0.22,
0.0,0.04,0.23,,"[338, 650, 433, 523]","[912, 864, 63, 80]","[260, 953, 71, 87]",,0.0,0.0,0.01,,0.0,0.03,0.07,,0.99,0.01,0.07,,0.01,0.59,0.03,,0.0,0.33,0.38,,0.0,0.0,0.21,
